stockcode,description,category,revenue,qty_sold,orders,avg_price,cancel_rate,revenue_share
21380,Wooden Happy Birthday Garland,Wooden,14593.320000000002,5031,651,3.41,0.91,0.0713
84050,Pink Heart Shape Egg Frying Pan,Pink,14525.0,9853,715,2.15,1.77,0.0709
84997D,Childrens Cutlery Polkadot Pink,Childrens,14493.640000000001,3666,358,4.5,0.81,0.0708
22150,3 Stripey Mice Feltcraft,3,14486.55,7815,938,2.2,0.93,0.0707
84997C,Blue 3 Piece Mini Dots Cutlery Set,Blue,14438.97,3970,476,3.91,1.03,0.0705
21672,White Spot Red Ceramic Drawer Knob,White,14411.13,11120,815,1.6,0.96,0.0704
22384,Lunch Bag Pink Retrospot,Lunch,14391.72,8914,810,1.85,1.66,0.0703
22352,Lunch Box With Cutlery Retrospot,Lunch,14348.82,5678,886,3.19,1.58,0.0701
20748,Kensington Coffee Set,Kensington,14266.98,1600,183,12.38,0.0,0.0697
21169,You'Re Confusing Me Metal Sign,You'Re,14262.61,8856,772,2.13,1.13,0.0697
21955,Doormat Union Jack Guns And Roses,Doormat,14236.9,2349,401,8.68,0.68,0.0695
23200,Jumbo Bag Pears,Jumbo,14188.960000000001,7067,595,2.43,0.99,0.0693
84380,Set Of 3 Butterfly Cookie Cutters,Set,14076.34,10405,1114,1.67,0.8,0.0687
22627,Mint Kitchen Scales,Mint,14016.8,1600,653,9.47,2.1,0.0685
35400,Wooden Box Advent Calendar,Wooden,13999.1,1435,419,10.47,9.62,0.0684
23343,Jumbo Bag Vintage Christmas,Jumbo,13972.710000000001,6078,476,2.42,1.42,0.0682
21257,Victorian Sewing Box Medium,Victorian,13968.48,1549,532,10.5,2.74,0.0682
22236,Cake Stand 3 Tier Magic Garden,Cake,13965.519999999999,1127,421,13.38,10.04,0.0682
22271,Feltcraft Doll Rosie,Feltcraft,13921.730000000001,4866,787,3.27,0.87,0.068
21668,Red Stripe Ceramic Drawer Knob,Red,13912.17,10357,825,1.64,1.42,0.0679
22366,Doormat Airmail,Doormat,13875.59,2085,429,9.26,0.7,0.0678
22295,Heart Filigree Dove Large,Heart,13873.539999999999,8411,706,1.83,0.55,0.0678
21888,Bingo Set,Bingo,13862.17,3520,825,4.6,1.19,0.0677
22444,Grow Your Own Plant In A Can,Grow,13856.6,10132,453,1.58,1.94,0.0677
21259,Victorian Sewing Box Small,Victorian,13843.92,2293,655,6.93,2.53,0.0676
21669,Blue Stripe Ceramic Drawer Knob,Blue,13839.18,10578,805,1.57,1.56,0.0676
79323P,Pink Cherry Lights,Pink,13787.93,2281,265,7.28,24.43,0.0673
22621,Traditional Knitting Nancy,Traditional,13784.32,8726,875,1.82,0.78,0.0673
22776,Sweetheart Cakestand 3 Tier,Sweetheart,13753.38,1378,526,10.92,6.86,0.0672
22109,Full English Breakfast Plate,Full,13750.11,3338,642,5.13,2.7,0.0672
23077,Doughnut Lip Gloss,Doughnut,13695.77,10395,344,1.35,0.86,0.0669
47556B,Tea Time Tea Towels,Tea,13691.02,5201,449,3.2,0.66,0.0669
22191,Ivory Diner Wall Clock,Ivory,13689.85,1659,500,8.79,3.41,0.0669
21871,Save The Planet Mug,Save,13654.89,11492,779,1.73,3.08,0.0667
48116,Doormat Multicolour Stripe,Doormat,13634.35,2350,257,9.25,0.4,0.0666
21390,Filigris Heart With Butterfly,Filigris,13552.97,10937,588,1.46,0.66,0.0662
22636,Childs Breakfast Set Circus Parade,Childs,13437.03,1618,489,8.81,4.64,0.0656
C2,Carriage,Carriage,13426.0,268,267,50.22,2.55,0.0656
23356,Love Hot Water Bottle,Love,13334.32,2359,476,6.21,0.41,0.0651
23207,Lunch Bag Alphabet Design,Lunch,13325.55,7830,740,1.99,1.69,0.0651
22207,Frying Pan Union Flag,Frying,13298.57,3103,480,5.55,1.23,0.0649
23108,Set Of 10 Led Dolly Lights,Set,13290.519999999999,2219,372,6.47,4.6,0.0649
21673,White Spot Blue Ceramic Drawer Knob,White,13272.39,10050,763,1.63,1.03,0.0648
23328,Set 6 School Milk Bottles In Crate,Set,13269.49,2841,405,4.85,1.21,0.0648
21098,Christmas Toilet Roll,Christmas,13263.93,8537,596,1.64,0.96,0.0648
21704,Bag 250G Swirly Marbles,Bag,13235.16,17175,568,0.98,1.2,0.0646
21080,Set/20 Red Retrospot Paper Napkins,Set/20,13231.539999999999,15388,1181,1.08,0.51,0.0646
22846,Bread Bin Diner Style Red,Bread,13213.97,822,344,17.64,5.21,0.0645
15044A,Pink Paper Parasol,Pink,13210.85,4964,250,3.6,0.79,0.0645
48187,Door Mat New England,Door,13201.61,2023,464,7.54,0.47,0.0645
22356,Charlotte Bag Pink Polkadot,Charlotte,13172.0,11219,906,1.23,1.66,0.0643
75049L,Large Circular Mirror Mobile,Large,13153.8,13968,344,1.55,13.51,0.0642
22580,Advent Calendar Gingham Sack,Advent,13141.08,2322,495,6.14,1.39,0.0642
21935,Suki  Shoulder Bag,Suki,13103.21,7127,921,2.31,0.43,0.064
22088,Paper Bunting Coloured Lace,Paper,13076.880000000001,4399,619,3.52,0.79,0.0639
22553,Plasters In Tin Skulls,Plasters,13013.149999999998,7794,1090,1.9,0.89,0.0636
22464,Hanging Metal Heart Lantern,Hanging,12985.31,7847,784,1.91,3.17,0.0634
48129,Doormat Topiary,Doormat,12927.53,2087,337,8.56,0.73,0.0631
84988,Set Of 72 Pink Heart Paper Doilies,Set,12913.24,8305,1019,2.1,0.29,0.0631
21906,Pharmacie First Aid Tin,Pharmacie,12879.460000000001,1786,424,8.39,2.07,0.0629
22766,Photo Frame Cornice,Photo,12864.25,4367,640,3.18,3.01,0.0628
22655,Vintage Red Kitchen Cabinet,Vintage,12845.0,76,53,186.32,15.87,0.0627
22838,3 Tier Cake Tin Red And Cream,3,12837.46,894,263,16.88,7.19,0.0627
21216,"Set 3 Retrospot Tea,Coffee,Sugar",Set,12764.91,2384,498,7.37,2.06,0.0623
22584,Pack Of 6 Pannetone Gift Boxes,Pack,12739.15,4989,571,2.85,0.83,0.0622
22947,Wooden Advent Calendar Red,Wooden,12704.15,1011,209,14.75,4.98,0.062
22303,Coffee Mug Apples Design,Coffee,12701.630000000001,5439,540,2.73,4.75,0.062
22646,Ceramic Strawberry Cake Money Bank,Ceramic,12654.71,8913,880,1.87,3.57,0.0618
22365,Doormat Respectable House,Doormat,12524.1,1950,320,9.17,0.45,0.0612
22616,Pack Of 12 London Tissues,Pack,12460.16,39147,825,0.43,0.36,0.0609
21535,Red Retrospot Small Milk Jug,Red,12456.39,5057,814,2.82,4.06,0.0608
62018,Sombrero,Sombrero,12450.85,9567,127,1.8,0.0,0.0608
22623,Box Of Vintage Jigsaw Blocks,Box,12432.28,2312,541,5.67,1.63,0.0607
22804,Candleholder Pink Hanging Heart,Candleholder,12411.640000000001,4381,594,3.13,1.59,0.0606
22144,Christmas Craft Little Friends,Christmas,12382.47,5134,704,2.59,0.69,0.0605
85014A,Black/Blue Dots Ruffled Umbrella,Black/Blue,12363.970000000001,2967,302,6.27,0.29,0.0604
23174,Regency Sugar Bowl Green,Regency,12342.43,3055,322,4.8,4.99,0.0603
21671,Red Spot Ceramic Drawer Knob,Red,12339.32,9488,727,1.61,2.67,0.0603
21156,Retrospot Childrens Apron,Retrospot,12324.05,6631,634,2.32,1.68,0.0602
22631,Circus Parade Lunch Box,Circus,12239.9,6271,662,2.5,1.17,0.0598
85042,Antique Lily Fairy Lights,Antique,12234.56,2685,292,4.98,17.09,0.0597
15056P,Edwardian Parasol Pink,Edwardian,12228.92,2473,344,6.23,2.54,0.0597
22082,Ribbon Reel Stripes Design,Ribbon,12192.05,7267,957,1.89,0.41,0.0595
21080,Set/20 Red Spotty Paper Napkins,Set/20,12185.39,15688,942,0.97,0.51,0.0595
22301,Coffee Mug Cat + Bird Design,Coffee,12124.78,5009,643,3.18,3.87,0.0592
22192,Blue Diner Wall Clock,Blue,12104.8,1426,543,8.9,2.86,0.0591
21670,Blue Spot Ceramic Drawer Knob,Blue,12074.4,8845,767,1.64,1.03,0.059
20969,Red Floral Feltcraft Shoulder Bag,Red,12066.52,3237,613,4.24,0.32,0.0589
21937,Strawberry   Picnic Bag,Strawberry,12038.82,4100,657,3.61,2.07,0.0588
84212,"Assorted Flower Colour ""Leis""",Assorted,11961.49,24794,277,0.84,0.36,0.0584
84987,Set Of 36 Teatime Paper Doilies,Set,11864.15,8138,812,1.81,0.73,0.0579
22729,Alarm Clock Bakelike Orange,Alarm,11864.0,2999,612,4.47,2.97,0.0579
22488,Natural Slate Rectangle Chalkboard,Natural,11788.06,6905,808,1.96,2.05,0.0576
23300,Gardeners Kneeling Pad Cup Of Tea,Gardeners,11785.99,6809,758,1.91,0.91,0.0576
21428,Set3 Book Box Green Gingham Flower,Set3,11762.93,2883,465,5.06,1.89,0.0574
20750,Red/White Dot Mini Cases,Red/White,11748.16,1622,401,8.0,0.98,0.0574
22791,T-Light Glass Fluted Antique,T-Light,11728.69,9458,434,1.5,2.68,0.0573
22750,Feltcraft Princess Lola Doll,Feltcraft,11697.6,3125,647,4.03,0.46,0.0571
22943,Christmas Lights 10 Vintage Baubles,Christmas,11696.64,2381,356,6.0,4.28,0.0571
47567B,Tea Time Kitchen Apron,Tea,11683.27,2166,348,6.21,2.22,0.0571
21485,Red Spot Heart Hot Water Bottle,Red,11670.66,2425,455,5.43,0.84,0.057
22151,Place Setting White Heart,Place,11609.19,27562,716,0.54,0.94,0.0567
21326,Aged Glass Silver T-Light Holder,Aged,11593.86,17770,643,0.81,1.65,0.0566
23581,Jumbo Bag Paisley Park,Jumbo,11581.83,5020,338,2.26,1.15,0.0566
21260,First Aid Tin,First,11564.43,3512,534,3.81,1.28,0.0565
22508,Doorstop Retrospot Heart,Doorstop,11561.95,2880,697,4.39,1.12,0.0565
22468,Babushka Lights String Of 10,Babushka,11542.6,1736,413,7.88,1.43,0.0564
48185,Door Mat Fairy Cake,Door,11532.31,1727,386,8.24,0.8,0.0563
22637,Piggy Bank Retrospot,Piggy,11492.82,4478,598,3.02,4.77,0.0561
22663,Jumbo Bag Dolly Girl Design,Jumbo,11465.29,5764,688,2.44,0.43,0.056
22649,Strawberry Fairy Cake Teapot,Strawberry,11462.58,2286,482,5.77,7.85,0.056
21172,Party Metal Sign,Party,11382.16,7685,971,1.91,0.7,0.0556
22367,Childrens Apron Spaceboy Design,Childrens,11365.8,5734,846,2.33,1.11,0.0555
21429,Red Gingham Rose Jewellery Box,Red,11342.25,6359,997,2.1,1.84,0.0554
22988,Soldiers Egg Cup,Soldiers,11238.45,9363,446,1.5,1.96,0.0549
22844,Vintage Cream Dog Food Container,Vintage,11199.64,1181,489,10.61,1.76,0.0547
21922,Union Stripe With Fringe  Hammock,Union,11199.18,1443,388,8.86,1.27,0.0547
72351B,Set/6 Pink  Butterfly T-Lights,Set/6,11184.890000000001,5785,499,2.36,1.36,0.0546
22968,Rose Cottage Keepsake Box,Rose,11184.82,1127,306,11.72,4.38,0.0546
47599A,Pink Party Bags,Pink,11180.57,5967,369,2.29,0.8,0.0546
22795,Sweetheart Recipe Book Stand,Sweetheart,11175.81,1597,498,7.92,1.18,0.0546
21868,Potting Shed Tea Mug,Potting,11163.64,9075,881,1.62,3.16,0.0545
22417,Pack Of 60 Spaceboy Cake Cases,Pack,11159.9,21451,1103,0.71,0.44,0.0545
21735,Two Door Curio Cabinet,Two,11112.85,853,262,15.35,12.67,0.0543
47591D,Pink Fairy Cake Childrens Apron,Pink,11103.119999999999,5952,751,2.13,0.43,0.0542
23170,Regency Tea Plate Roses,Regency,11097.249999999998,6857,445,2.08,2.63,0.0542
22620,4 Traditional Spinning Tops,4,11073.449999999999,8181,841,1.57,0.46,0.0541
22834,Hand Warmer Babushka Design,Hand,11072.83,6792,592,2.29,1.29,0.0541
22768,Family Photo Frame Cornice,Family,11064.72,1158,354,10.68,7.05,0.054
22198,Large Popcorn Holder,Large,11063.4,6323,554,2.06,8.66,0.054
B,Adjust Bad Debt,Adjust,11062.06,1,1,11062.06,0.0,0.054
21155,Red Retrospot Peg Bag,Red,11060.2,4003,605,3.07,2.5,0.054
22130,Party Cone Christmas Decoration,Party,10991.21,9737,424,1.8,1.82,0.0537
21844,Red Retrospot Mug,Red,10986.43,3893,340,3.27,4.8,0.0537
22694,Wicker Star,Wicker,10958.6,4893,858,2.4,0.91,0.0535
21210,Set Of 72 Retro Spot Paper  Doilies,Set,10949.4,7671,554,1.73,0.85,0.0535
20828,Glitter Butterfly Clips,Glitter,10940.48,4423,607,2.94,0.79,0.0534
22668,Pink Baby Bunting,Pink,10898.05,3587,579,3.92,1.03,0.0532
22667,Recipe Box Retrospot,Recipe,10891.7,3886,670,3.0,4.24,0.0532
21907,I'M On Holiday Metal Sign,I'M,10866.220000000001,5163,771,2.28,0.51,0.0531
22950,36 Doilies Vintage Christmas,36,10823.97,7851,342,1.57,1.39,0.0529
37370,Retro Coffee Mugs Assorted,Retro,10821.29,7145,492,5.55,3.11,0.0528
23209,Lunch Bag Vintage Doily,Lunch,10797.0,6548,601,1.9,0.98,0.0527
21086,Set/6 Red Spotty Paper Cups,Set/6,10781.81,16658,843,0.89,0.47,0.0527
21210,Set Of 72 Retrospot Paper  Doilies,Set,10777.789999999999,7447,607,1.8,0.85,0.0526
22274,Feltcraft Doll Emily,Feltcraft,10770.070000000002,3773,656,3.27,1.2,0.0526
22904,Calendar Paper Cut Design,Calendar,10755.050000000001,3467,463,3.33,0.64,0.0525
21035,Set/2 Red Retrospot Tea Towels,Set/2,10684.21,3335,503,4.4,0.53,0.0522
21833,Camouflage Led Torch,Camouflage,10681.67,6239,444,2.05,2.2,0.0522
21624,Vintage Union Jack Doorstop,Vintage,10641.15,1771,403,6.62,0.74,0.052
21974,Set Of 36 Paisley Flower Doilies,Set,10622.15,7046,808,1.99,1.34,0.0519
22064,Pink Doughnut Trinket Pot,Pink,10592.66,6606,693,2.14,5.23,0.0517
21524,Door Mat Spotty Home Sweet Home,Door,10563.06,1772,286,7.8,0.35,0.0516
48111,Door Mat 3 Smiley Cats,Door,10532.27,1829,284,7.77,0.41,0.0514
22179,Set 10 Lights Night Owl,Set,10509.880000000001,1518,396,8.22,1.9,0.0513
23209,Lunch Bag Doiley Pattern,Lunch,10502.19,6551,492,1.73,0.98,0.0513
22302,Coffee Mug Pears  Design,Coffee,10492.45,4926,396,2.72,2.44,0.0512
22812,Pack 3 Boxes Christmas Pannetone,Pack,10485.949999999999,4803,438,2.51,1.25,0.0512
21121,Set/10 Red Polkadot Party Candles,Set/10,10451.93,8654,485,1.35,1.01,0.051
21890,S/6 Wooden Skittles In Cotton Bag,S/6,10451.6,3489,547,3.73,1.07,0.051
23208,Lunch Bag Vintage Leaf Design,Lunch,10441.91,6308,668,1.94,0.59,0.051
22418,10 Colour Spaceboy Pen,10,10397.33,12290,585,1.02,1.67,0.0508
21982,Pack Of 12 Suki Tissues,Pack,10395.88,32086,718,0.45,0.27,0.0508
22174,Photo Cube,Photo,10374.33,5122,557,2.52,0.35,0.0507
22992,Revolver Wooden Ruler,Revolver,10373.99,5233,348,2.27,2.2,0.0507
22725,Alarm Clock Bakelike Chocolate,Alarm,10324.92,2518,549,4.73,2.8,0.0504
84997B,Childrens Cutlery Retrospot Red,Childrens,10316.86,2634,262,4.49,0.67,0.0504
22120,Welcome  Wooden Block Letters,Welcome,10314.19,1018,367,11.29,1.87,0.0504
22089,Paper Bunting Vintage Paisley,Paper,10303.35,3506,552,3.38,0.36,0.0503
48194,Door Mat Hearts,Door,10298.44,1700,316,7.94,0.51,0.0503
22740,Polkadot Pen,Polkadot,10293.71,12049,275,1.11,0.0,0.0503
20724,Red Spotty Charlotte Bag,Red,10231.44,11534,780,1.05,1.72,0.05
22380,Toy Tidy Spaceboy,Toy,10217.66,4964,688,2.46,1.15,0.0499
23582,Vintage Doily Jumbo Bag Red,Vintage,10206.41,4802,259,2.21,1.13,0.0498
22748,Poppy'S Playhouse Kitchen,Poppy'S,10161.4,4142,742,2.41,0.53,0.0496
21892,Traditional Wooden Catch Cup Game,Traditional,10151.28,7826,818,1.57,1.29,0.0496
84997C,Childrens Cutlery Polkadot Blue,Childrens,10150.76,2582,233,4.41,1.03,0.0496
22970,London Bus Coffee Mug,London,10140.6,4334,317,2.73,0.93,0.0495
21033,Jumbo Bag Charlie And Lola Toys,Jumbo,10132.11,4590,573,3.34,0.35,0.0495
22966,Gingerbread Man Cookie Cutter,Gingerbread,10131.26,8219,732,1.44,0.27,0.0495
21781,Ma Campagne Cutlery Box,Ma,10125.72,655,363,16.55,4.92,0.0495
84792,Enchanted Bird Coathanger 5 Hook,Enchanted,10119.51,2297,519,5.26,1.51,0.0494
22771,Clear Drawer Knob Acrylic Edwardian,Clear,10117.08,7465,511,1.54,0.76,0.0494
22381,Toy Tidy Pink Polkadot,Toy,10090.01,4712,589,2.94,0.89,0.0493
23171,Regency Tea Plate Green,Regency,10051.99,6247,381,2.13,1.29,0.0491
21558,Skull Lunch Box With Cutlery,Skull,10014.54,3909,703,3.26,1.15,0.0489
21756,Bath Building Block Word,Bath,9944.65,1612,581,6.57,0.51,0.0486
22327,Round Snack Boxes Set Of 4 Skulls,Round,9943.550000000001,3065,646,3.8,1.49,0.0486
23076,Ice Cream Sundae Lip Gloss,Ice,9935.76,8076,277,1.35,0.72,0.0485
22131,Food Container Set 3 Love Heart,Food,9914.89,5243,692,2.55,0.56,0.0484
84880,White Wire Egg Holder,White,9894.99,1729,375,6.73,1.31,0.0483
22300,Coffee Mug Dog + Ball Design,Coffee,9891.4,4116,526,3.01,3.64,0.0483
85232B,Set/3 Russian Doll Stacking Tins,Set/3,9867.14,1968,371,5.85,5.07,0.0482
22429,Enamel Measuring Jug Cream,Enamel,9844.039999999999,2280,625,4.82,3.24,0.0481
20829,Glitter Hanging Butterfly String,Glitter,9825.02,4820,481,2.42,2.77,0.048
48184,Door Mat English Rose,Door,9816.33,1481,325,7.76,0.58,0.0479
21488,Red White Scarf  Hot Water Bottle,Red,9784.58,2384,359,4.57,0.0,0.0478
22645,Ceramic Heart Fairy Cake Money Bank,Ceramic,9765.529999999999,5440,736,2.02,2.1,0.0477
22745,Poppy'S Playhouse Bedroom,Poppy'S,9764.64,3976,703,2.48,0.42,0.0477
79000,Moroccan Tea Glass,Moroccan,9759.91,11973,436,1.38,3.11,0.0477
23240,Set Of 4 Knick Knack Tins Doily,Set,9726.48,2352,353,4.54,3.02,0.0475
22549,Picture Dominoes,Picture,9718.41,6521,711,1.86,0.14,0.0475
47570B,Tea Time Table Cloth,Tea,9622.27,973,224,11.81,0.44,0.047
84997D,Pink 3 Piece Polkadot Cutlery Set,Pink,9621.970000000001,2634,280,4.04,0.81,0.047
22840,Round Cake Tin Vintage Red,Round,9602.6,1264,392,8.26,4.96,0.0469
22665,Recipe Box Blue Sketchbook Design,Recipe,9589.84,2955,703,3.77,2.48,0.0468
23175,Regency Milk Jug Pink,Regency,9587.15,3160,329,3.88,3.22,0.0468
22978,Pantry Rolling Pin,Pantry,9564.98,2464,238,4.34,4.8,0.0467
85099B,Red Retrospot Jumbo Bag,Red,9563.89,5417,210,2.14,2.04,0.0467
22381,Toy Tidy Pink Retrospot,Toy,9529.53,4553,511,2.48,0.89,0.0465
82552,Washroom Metal Sign,Washroom,9527.16,6955,794,1.55,0.37,0.0465
35961,Folkart Zinc Heart Christmas Dec,Folkart,9514.78,11430,637,1.14,0.15,0.0465
16014,Small Chinese Style Scissor,Small,9513.1,29355,93,0.4,0.0,0.0465
22767,Triple Photo Frame Cornice,Triple,9478.23,1004,295,10.32,6.31,0.0463
22942,Christmas Lights 10 Santas,Christmas,9466.41,1221,246,8.55,5.0,0.0462
82001S,Vinyl Record Frame Silver,Vinyl,9463.64,2639,204,4.13,2.11,0.0462
85014A,Black/Blue Polkadot Umbrella,Black/Blue,9433.61,1656,382,6.37,0.29,0.0461
21539,Red Retrospot Butter Dish,Red,9408.77,1856,536,5.83,6.4,0.0459
21716,Boys Vintage Tin Seaside Bucket,Boys,9397.07,3709,496,3.34,0.4,0.0459
20970,Pink Floral Feltcraft Shoulder Bag,Pink,9387.29,2490,574,4.14,0.35,0.0458
21385,Ivory Hanging Decoration  Heart,Ivory,9358.94,10832,690,1.05,0.42,0.0457
22357,Kings Choice Biscuit Tin,Kings,9352.41,2073,462,5.12,3.75,0.0457
84692,Box Of 24 Cocktail Parasols,Box,9336.68,19085,1122,0.63,0.7,0.0456
22656,Vintage Blue Kitchen Cabinet,Vintage,9290.0,45,37,214.86,24.49,0.0454
21658,Glass  Beurre Dish,Glass,9271.89,2225,519,5.33,9.12,0.0453
22219,Lovebird Hanging Decoration White,Lovebird,9270.48,9771,1149,1.13,0.51,0.0453
20747,Piccadilly Tea Set,Piccadilly,9224.92,683,108,15.72,2.7,0.0451
23319,Box Of 6 Mini 50'S Crackers,Box,9219.53,3720,403,2.65,1.44,0.045
21745,Gaolers Keys Decorative Garden,Gaolers,9201.49,2699,486,3.95,0.61,0.0449
22741,Funky Diva Pen,Funky,9173.029999999999,10652,292,1.1,1.01,0.0448
22121,Noel Wooden Block Letters,Noel,9167.61,1481,438,6.64,0.67,0.0448
23318,Box Of 6 Mini Vintage Crackers,Box,9162.41,3809,376,2.74,1.8,0.0447
23080,Red Metal Box Top Secret,Red,9117.62,1074,257,9.34,2.61,0.0445
21933,Pink Vintage Paisley Picnic Bag,Pink,9087.63,4116,625,2.44,1.1,0.0444
21777,Recipe Box With Metal Heart,Recipe,9075.51,1126,367,9.1,2.39,0.0443
84030E,English Rose Hot Water Bottle,English,9042.15,2122,485,4.87,0.81,0.0442
22195,Large Heart Measuring Spoons,Large,9005.64,5043,806,2.25,0.6,0.044
22989,Set 2 Pantry Design Tea Towels,Set,8999.27,2811,372,3.69,1.05,0.0439
21715,Girls Vintage Tin Seaside Bucket,Girls,8987.24,3553,487,3.26,0.41,0.0439
21985,Pack Of 12 Hearts Design Tissues,Pack,8972.11,25523,919,0.41,0.32,0.0438
22371,Airline Bag Vintage Tokyo 78,Airline,8936.8,1828,684,5.36,1.86,0.0436
22141,Christmas Craft Tree Top Angel,Christmas,8895.210000000001,3663,572,2.6,0.68,0.0434
23322,Large White Heart Of Wicker,Large,8878.210000000001,3069,562,3.14,1.72,0.0434
22333,Retrospot Party Bag + Sticker Set,Retrospot,8857.32,5648,409,1.87,3.04,0.0433
23439,Hand Warmer Red Love Heart,Hand,8855.51,3986,397,2.23,0.0,0.0432
84997B,Red 3 Piece Retrospot Cutlery Set,Red,8846.86,2418,264,3.98,0.67,0.0432
22215,Cake Stand White Two Tier Lace,Cake,8809.93,1085,359,9.03,7.71,0.043
22839,3 Tier Cake Tin Green And Cream,3,8794.42,566,256,18.08,4.04,0.0429
20718,Red Spotty Shopper Bag,Red,8763.09,7058,517,1.52,0.73,0.0428
84839,Sweetheart Key Cabinet,Sweetheart,8747.05,1523,393,7.22,2.48,0.0427
20718,Red Retrospot Shopper Bag,Red,8694.26,6295,696,1.76,0.73,0.0425
20974,12 Pencils Small Tube Skull,12,8686.54,13219,822,0.75,0.7,0.0424
22895,Set Of 2 Tea Towels Apple And Pears,Set,8648.49,2847,411,3.46,0.24,0.0422
22212,Four Hook  White Lovebirds,Four,8642.300000000001,4024,828,2.62,1.75,0.0422
84032A,Charlie+Lola Pink Hot Water Bottle,Charlie+Lola,8624.1,3234,662,3.31,0.75,0.0421
21381,Mini Wooden Happy Birthday Garland,Mini,8568.0,5104,532,2.19,1.09,0.0418
21135,Victorian  Metal Postcard Spring,Victorian,8567.24,5985,405,2.01,1.42,0.0418
22110,Bird House Hot Water Bottle,Bird,8563.76,2609,512,3.84,0.38,0.0418
23082,Set 6 Paper Table Lantern Hearts,Set,8558.76,2328,297,4.09,1.94,0.0418
23078,Ice Cream Pen Lip Gloss,Ice,8553.34,6831,257,1.43,0.77,0.0418
22283,6 Egg House Painted Wood,6,8533.09,1032,382,9.6,1.8,0.0417
21186,White Dove Honeycomb Paper Garland,White,8532.17,5272,369,2.03,0.27,0.0417
23256,Childrens Cutlery Spaceboy,Childrens,8517.67,2077,360,4.47,2.11,0.0416
21932,Scandinavian Paisley Picnic Bag,Scandinavian,8498.61,3871,649,2.43,0.61,0.0415
23493,Vintage Doily Travel Sewing Kit,Vintage,8497.98,3964,415,2.16,0.7,0.0415
72807C,Set/3 Vanilla Scented Candle In Box,Set/3,8489.17,1983,345,5.35,4.4,0.0415
79323LP,Light Pink Cherry Lights,Light,8481.19,1433,170,6.87,26.09,0.0414
22079,Ribbon Reel Hearts Design,Ribbon,8457.84,5028,684,1.93,0.72,0.0413
85049E,Scandinavian Reds Ribbons,Scandinavian,8453.47,6316,830,1.48,0.47,0.0413
22078,Ribbon Reel Lace Design,Ribbon,8449.94,3984,480,2.5,0.61,0.0413
22751,Feltcraft Princess Olivia Doll,Feltcraft,8445.97,2264,466,4.14,0.42,0.0412
23321,Small White Heart Of Wicker,Small,8438.539999999999,4716,629,1.75,0.62,0.0412
48188,Door Mat Welcome Puppies,Door,8429.7,1458,270,8.03,0.85,0.0412
21533,Retro Spot Large Milk Jug,Retro,8420.28,1687,516,5.5,3.22,0.0411
22358,Kings Choice Tea Caddy,Kings,8393.61,2651,605,3.87,2.09,0.041
51008,Afghan Slipper Sock Pair,Afghan,8378.8,2604,80,3.4,5.88,0.0409
22329,Round Container Set Of 5 Retrospot,Round,8371.05,5123,607,2.08,0.65,0.0409
22628,Picnic Boxes Set Of 3 Retrospot,Picnic,8367.8,1744,350,5.63,3.84,0.0409
22689,Doormat Merry Christmas Red,Doormat,8366.72,1092,264,9.38,0.75,0.0409
21411,Gingham Heart  Doorstop Red,Gingham,8352.94,2090,624,4.87,0.47,0.0408
21787,Rain Poncho Retrospot,Rain,8333.11,10408,308,1.04,0.63,0.0407
21934,Skull Shoulder Bag,Skull,8275.22,4597,725,2.2,0.27,0.0404
21523,Door Mat Fancy Font Home Sweet Home,Door,8238.8,1178,245,8.55,0.36,0.0402
21874,Gin And Tonic Mug,Gin,8209.17,6332,617,1.81,1.91,0.0401
85067,Cream Sweetheart Wall Cabinet,Cream,8201.99,496,175,20.33,5.88,0.0401
21533,Retrospot Large Milk Jug,Retrospot,8194.59,1656,438,5.39,3.22,0.04
22055,Mini Cake Stand  Hanging Strawbery,Mini,8179.19,4925,724,2.16,2.48,0.0399
84997C,Blue 3 Piece Polkadot Cutlery Set,Blue,8150.63,2246,242,3.91,1.03,0.0398
85049A,Traditional Christmas Ribbons,Traditional,8114.78,6151,667,1.45,0.87,0.0396
82551,Laundry 15C Metal Sign,Laundry,8081.139999999999,5641,751,1.67,0.53,0.0395
